Asset #,Asset Description,Category Description,Sub-Category Description,Status Description,Site,Building,Location,Account Description,Location Description,Manufacturer Name,Model Number,Manufacturer Serial Number,Date Accepted,Cost Basis,Warranty End Date,
68866,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677689,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68867,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677743,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68868,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678177,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68869,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677838,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68870,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677921,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68871,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677943,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68872,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665979,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68873,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666012,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68874,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665995,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68875,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665987,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68876,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666028,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68877,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665973,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68878,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666577,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68879,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14661658,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68880,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678145,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68881,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678188?,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68882,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678009,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68883,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678053,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68884,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678188,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68885,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678134,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68886,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678078,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68887,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678018,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68888,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678019,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68889,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678139,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68890,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678060,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68891,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677877,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68892,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666574,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68893,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665966,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68894,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665965,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68895,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666004,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68896,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677906,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68897,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677099,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68898,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14676920,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68899,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14641653,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68900,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14676994,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68901,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677220,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68902,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677203,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68903,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677161,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68904,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14676955,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68905,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677432,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68906,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666586,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68907,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677876,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68908,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678142,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68909,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678130,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68910,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677893,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68911,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678017,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68912,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678047,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68913,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677733,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68914,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14658180,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68915,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665071,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68916,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14676940,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68917,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665022,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68918,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666029,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68919,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665984,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68920,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677404,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68921,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677757,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68922,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,17U,NICU,NICU,Alaris Medical Systems,8015 - PCU,14677744,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68923,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677758,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68924,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677841,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68925,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677769,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68926,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677753,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68927,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677759,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68928,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14657978,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68929,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678166,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68930,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666404,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68931,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666146,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68932,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678079,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68933,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665980,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68934,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666147,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68935,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666383,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68936,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678045,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68937,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666156,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68938,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677884,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68939,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14661536,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68940,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666498,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68941,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666020,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68942,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677072,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68943,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678163,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68944,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677687,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68945,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14661485,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68946,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678235,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68947,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14676998,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68948,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678161,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68949,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678186,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68950,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666023,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68951,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665989,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68952,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666573,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68953,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677808,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68954,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665964,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68955,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665330,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68956,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666466,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68957,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666533,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
